name,gender,usage,category
Whimper,"m, f","f, l","fringe, pirate, modern"
Whiskey,"m, f","f, l","fringe, pirate, modern"
Whispering,"m, f","f, l","fringe, pirate, modern"
Whistler,"m, f","f, l","fringe, pirate, modern"
White,"m, f","f, l","fringe, pirate, modern"
Whitebread,"m, f","f, l","fringe, pirate, modern"
Whiz,"m, f","f, l","fringe, pirate, modern"
Why,"m, f","f, l","fringe, pirate, modern"
Why Can't We Be Friends,"m, f","f, l","fringe, pirate, modern"
Wide,"m, f","f, l","fringe, pirate, modern"
Wide-eyed,"m, f","f, l","fringe, pirate, modern"
Wigginton,"m, f","f, l","fringe, pirate, modern"
Wil,"m, f","f, l","fringe, pirate, modern"
Wild,"m, f","f, l","fringe, pirate, modern"
Wilderness,"m, f","f, l","fringe, pirate, modern"
Wilhelm,"m, f","f, l","fringe, pirate, modern"
Wing,"m, f","f, l","fringe, pirate, modern"
Winnipeg,"m, f","f, l","fringe, pirate, modern"
Winter,"m, f","f, l","fringe, pirate, modern"
Wish,"m, f","f, l","fringe, pirate, modern"
Witbier,"m, f","f, l","fringe, pirate, modern"
Witty,"m, f","f, l","fringe, pirate, modern"
Wiz,"m, f","f, l","fringe, pirate, modern"
Wizard,"m, f","f, l","fringe, pirate, modern"
Wizardly,"m, f","f, l","fringe, pirate, modern"
Wolf,"m, f","f, l","fringe, pirate, modern"
Wolfgang,"m, f","f, l","fringe, pirate, modern"
Woman,"m, f","f, l","fringe, pirate, modern"
Won,"m, f","f, l","fringe, pirate, modern"
Wonderful,"m, f","f, l","fringe, pirate, modern"
Wonderful Terrific,"m, f","f, l","fringe, pirate, modern"
Wood,"m, f","f, l","fringe, pirate, modern"
Wooden,"m, f","f, l","fringe, pirate, modern"
Woodland,"m, f","f, l","fringe, pirate, modern"
Woodpecker,"m, f","f, l","fringe, pirate, modern"
Wool,"m, f","f, l","fringe, pirate, modern"
Worf,"m, f","f, l","fringe, pirate, modern"
World,"m, f","f, l","fringe, pirate, modern"
Worried,"m, f","f, l","fringe, pirate, modern"
Wren,"m, f","f, l","fringe, pirate, modern"
Wrench,"m, f","f, l","fringe, pirate, modern"
Wrex,"m, f","f, l","fringe, pirate, modern"
Wrist,"m, f","f, l","fringe, pirate, modern"
Writer,"m, f","f, l","fringe, pirate, modern"
Wrong,"m, f","f, l","fringe, pirate, modern"
Xander,"m, f","f, l","fringe, pirate, modern"
Xin,"m, f","f, l","fringe, pirate, modern"
Yamaha,"m, f","f, l","fringe, pirate, modern"
Yard,"m, f","f, l","fringe, pirate, modern"
Ye,"m, f","f, l","fringe, pirate, modern"
Year,"m, f","f, l","fringe, pirate, modern"
Yekaterina,"m, f","f, l","fringe, pirate, modern"
Yellow,"m, f","f, l","fringe, pirate, modern"
Yi,"m, f","f, l","fringe, pirate, modern"
Yinka,"m, f","f, l","fringe, pirate, modern"
Young,"m, f","f, l","fringe, pirate, modern"
Yt,"m, f","f, l","fringe, pirate, modern"
Yummy,"m, f","f, l","fringe, pirate, modern"
Yung,"m, f","f, l","fringe, pirate, modern"
Zappa,"m, f","f, l","fringe, pirate, modern"
Zaragosa,"m, f","f, l","fringe, pirate, modern"
Zark,"m, f","f, l","fringe, pirate, modern"
Zealous,"m, f","f, l","fringe, pirate, modern"
Zeb,"m, f","f, l","fringe, pirate, modern"
Zebadiah,"m, f","f, l","fringe, pirate, modern"
Zebra,"m, f","f, l","fringe, pirate, modern"
Zero,"m, f","f, l","fringe, pirate, modern"
Zeus,"m, f","f, l","fringe, pirate, modern"
Zimbabwe,"m, f","f, l","fringe, pirate, modern"
Zombie,"m, f","f, l","fringe, pirate, modern"
Zoom Zoom,"m, f","f, l","fringe, pirate, modern"
Zopittybop-bop-bop,"m, f","f, l","fringe, pirate, modern"
Zylstra,"m, f","f, l","fringe, pirate, modern"
